index,ts_code,symbol,name,area,industry,fullname,market,exchange,list_date,is_hs
468,002014.SZ,002014,永新股份,安徽,塑料,黄山永新股份有限公司,中小板,SZSE,20040708,N
469,002015.SZ,002015,协鑫能科,江苏,新型电力,协鑫能源科技股份有限公司,中小板,SZSE,20040708,S
470,002016.SZ,002016,世荣兆业,广东,区域地产,广东世荣兆业股份有限公司,中小板,SZSE,20040708,S
471,002017.SZ,002017,东信和平,广东,通信设备,东信和平科技股份有限公司,中小板,SZSE,20040713,S
472,002019.SZ,002019,亿帆医药,浙江,化学制药,亿帆医药股份有限公司,中小板,SZSE,20040713,S
473,002020.SZ,002020,京新药业,浙江,化学制药,浙江京新药业股份有限公司,中小板,SZSE,20040715,S
474,002021.SZ,002021,ST中捷,浙江,纺织机械,中捷资源投资股份有限公司,中小板,SZSE,20040715,N
475,002022.SZ,002022,科华生物,上海,医疗保健,上海科华生物工程股份有限公司,中小板,SZSE,20040721,S
476,002023.SZ,002023,海特高新,四川,航空,四川海特高新技术股份有限公司,中小板,SZSE,20040721,S
477,002024.SZ,002024,苏宁易购,江苏,电器连锁,苏宁易购集团股份有限公司,中小板,SZSE,20040721,S
478,002025.SZ,002025,航天电器,贵州,元器件,贵州航天电器股份有限公司,中小板,SZSE,20040726,S
479,002026.SZ,002026,山东威达,山东,机械基件,山东威达机械股份有限公司,中小板,SZSE,20040727,N
480,002027.SZ,002027,分众传媒,广东,影视音像,分众传媒信息技术股份有限公司,中小板,SZSE,20040804,S
481,002028.SZ,002028,思源电气,上海,电气设备,思源电气股份有限公司,中小板,SZSE,20040805,S
482,002029.SZ,002029,七匹狼,福建,服饰,福建七匹狼实业股份有限公司,中小板,SZSE,20040806,N
483,002030.SZ,002030,达安基因,广东,生物制药,中山大学达安基因股份有限公司,中小板,SZSE,20040809,S
484,002031.SZ,002031,巨轮智能,广东,汽车配件,巨轮智能装备股份有限公司,中小板,SZSE,20040816,N
485,002032.SZ,002032,苏泊尔,浙江,家用电器,浙江苏泊尔股份有限公司,中小板,SZSE,20040817,S
486,002033.SZ,002033,丽江股份,云南,旅游景点,丽江玉龙旅游股份有限公司,中小板,SZSE,20040825,N
487,002034.SZ,002034,旺能环境,浙江,环境保护,旺能环境股份有限公司,中小板,SZSE,20040826,S
488,002035.SZ,002035,华帝股份,广东,家用电器,华帝股份有限公司,中小板,SZSE,20040901,S
489,002036.SZ,002036,联创电子,江西,元器件,联创电子科技股份有限公司,中小板,SZSE,20040903,S
490,002037.SZ,002037,保利联合,贵州,化工原料,保利联合化工控股集团股份有限公司,中小板,SZSE,20040908,N
491,002038.SZ,002038,双鹭药业,北京,生物制药,北京双鹭药业股份有限公司,中小板,SZSE,20040909,S
492,002039.SZ,002039,黔源电力,贵州,水力发电,贵州黔源电力股份有限公司,中小板,SZSE,20050303,N
493,002040.SZ,002040,南京港,江苏,港口,南京港股份有限公司,中小板,SZSE,20050325,N
494,002041.SZ,002041,登海种业,山东,种植业,山东登海种业股份有限公司,中小板,SZSE,20050418,S
495,002042.SZ,002042,华孚时尚,安徽,纺织,华孚时尚股份有限公司,中小板,SZSE,20050427,S
496,002043.SZ,002043,兔宝宝,浙江,其他建材,德华兔宝宝装饰新材股份有限公司,中小板,SZSE,20050510,N
497,002044.SZ,002044,美年健康,江苏,医疗保健,美年大健康产业控股股份有限公司,中小板,SZSE,20050518,S
498,002045.SZ,002045,国光电器,广东,元器件,国光电器股份有限公司,中小板,SZSE,20050523,N
499,002046.SZ,002046,轴研科技,河南,机械基件,洛阳轴研科技股份有限公司,中小板,SZSE,20050526,N
500,002047.SZ,002047,宝鹰股份,深圳,装修装饰,深圳市宝鹰建设控股集团股份有限公司,中小板,SZSE,20050531,S
501,002048.SZ,002048,宁波华翔,浙江,汽车配件,宁波华翔电子股份有限公司,中小板,SZSE,20050603,S
502,002049.SZ,002049,紫光国微,河北,元器件,紫光国芯微电子股份有限公司,中小板,SZSE,20050606,S
503,002050.SZ,002050,三花智控,浙江,机械基件,浙江三花智能控制股份有限公司,中小板,SZSE,20050607,S
504,002051.SZ,002051,中工国际,北京,建筑工程,中工国际工程股份有限公司,中小板,SZSE,20060619,S
505,002052.SZ,002052,*ST同洲,深圳,通信设备,深圳市同洲电子股份有限公司,中小板,SZSE,20060627,N
506,002053.SZ,002053,云南能投,云南,食品,云南能源投资股份有限公司,中小板,SZSE,20060627,N
507,002054.SZ,002054,德美化工,广东,化工原料,广东德美精细化工集团股份有限公司,中小板,SZSE,20060725,N
508,002055.SZ,002055,得润电子,深圳,元器件,深圳市得润电子股份有限公司,中小板,SZSE,20060725,N
509,002056.SZ,002056,横店东磁,浙江,元器件,横店集团东磁股份有限公司,中小板,SZSE,20060802,S
510,002057.SZ,002057,中钢天源,安徽,元器件,中钢天源股份有限公司,中小板,SZSE,20060802,N
511,002058.SZ,002058,威尔泰,上海,电器仪表,上海威尔泰工业自动化股份有限公司,中小板,SZSE,20060802,N
512,002059.SZ,002059,云南旅游,云南,旅游景点,云南旅游股份有限公司,中小板,SZSE,20060810,N
513,002060.SZ,002060,粤水电,广东,建筑工程,广东水电二局股份有限公司,中小板,SZSE,20060810,N
514,002061.SZ,002061,浙江交科,浙江,建筑工程,浙江交通科技股份有限公司,中小板,SZSE,20060816,S
515,002062.SZ,002062,宏润建设,浙江,建筑工程,宏润建设集团股份有限公司,中小板,SZSE,20060816,N
516,002063.SZ,002063,远光软件,广东,软件服务,远光软件股份有限公司,中小板,SZSE,20060823,S
517,002064.SZ,002064,华峰氨纶,浙江,化纤,浙江华峰氨纶股份有限公司,中小板,SZSE,20060823,S
518,002065.SZ,002065,东华软件,北京,软件服务,东华软件股份公司,中小板,SZSE,20060823,S
519,002066.SZ,002066,瑞泰科技,北京,其他建材,瑞泰科技股份有限公司,中小板,SZSE,20060823,N
520,002067.SZ,002067,景兴纸业,浙江,造纸,浙江景兴纸业股份有限公司,中小板,SZSE,20060915,N
521,002068.SZ,002068,黑猫股份,江西,化工原料,江西黑猫炭黑股份有限公司,中小板,SZSE,20060915,N
522,002069.SZ,002069,獐子岛,辽宁,渔业,獐子岛集团股份有限公司,中小板,SZSE,20060928,N
523,002071.SZ,002071,*ST长城,江苏,影视音像,长城影视股份有限公司,中小板,SZSE,20061012,N
524,002072.SZ,002072,ST凯瑞,山东,互联网,凯瑞德控股股份有限公司,中小板,SZSE,20061018,N
525,002073.SZ,002073,软控股份,山东,软件服务,软控股份有限公司,中小板,SZSE,20061018,N
526,002074.SZ,002074,国轩高科,安徽,电气设备,国轩高科股份有限公司,中小板,SZSE,20061018,S
527,002075.SZ,002075,沙钢股份,江苏,特种钢,江苏沙钢股份有限公司,中小板,SZSE,20061025,S
528,002076.SZ,002076,*ST雪莱,广东,家用电器,广东雪莱特光电科技股份有限公司,中小板,SZSE,20061025,N
529,002077.SZ,002077,*ST大港,江苏,区域地产,江苏大港股份有限公司,中小板,SZSE,20061116,N
530,002078.SZ,002078,太阳纸业,山东,造纸,山东太阳纸业股份有限公司,中小板,SZSE,20061116,S
531,002079.SZ,002079,苏州固锝,江苏,半导体,苏州固锝电子股份有限公司,中小板,SZSE,20061116,S
532,002080.SZ,002080,中材科技,江苏,化纤,中材科技股份有限公司,中小板,SZSE,20061120,S
533,002081.SZ,002081,金螳螂,江苏,装修装饰,苏州金螳螂建筑装饰股份有限公司,中小板,SZSE,20061120,S
534,002082.SZ,002082,万邦德,浙江,铝,万邦德医药控股集团股份有限公司,中小板,SZSE,20061120,N
535,002083.SZ,002083,孚日股份,山东,纺织,孚日集团股份有限公司,中小板,SZSE,20061124,S
536,002084.SZ,002084,海鸥住工,广东,家居用品,广州海鸥住宅工业股份有限公司,中小板,SZSE,20061124,N
537,002085.SZ,002085,万丰奥威,浙江,汽车配件,浙江万丰奥威汽轮股份有限公司,中小板,SZSE,20061128,S
538,002086.SZ,002086,*ST东洋,山东,渔业,山东东方海洋科技股份有限公司,中小板,SZSE,20061128,N
539,002087.SZ,002087,新野纺织,河南,纺织,河南新野纺织股份有限公司,中小板,SZSE,20061130,N
540,002088.SZ,002088,鲁阳节能,山东,矿物制品,山东鲁阳节能材料股份有限公司,中小板,SZSE,20061130,N
541,002089.SZ,002089,ST新海,江苏,通信设备,新海宜科技集团股份有限公司,中小板,SZSE,20061130,N
542,002090.SZ,002090,金智科技,江苏,软件服务,江苏金智科技股份有限公司,中小板,SZSE,20061208,N
543,002091.SZ,002091,江苏国泰,江苏,商贸代理,江苏国泰国际集团股份有限公司,中小板,SZSE,20061208,S
544,002092.SZ,002092,中泰化学,新疆,化工原料,新疆中泰化学股份有限公司,中小板,SZSE,20061208,S
545,002093.SZ,002093,国脉科技,福建,电信运营,国脉科技股份有限公司,中小板,SZSE,20061215,S
546,002094.SZ,002094,青岛金王,山东,日用化工,青岛金王应用化学股份有限公司,中小板,SZSE,20061215,N
547,002095.SZ,002095,生意宝,浙江,互联网,浙江网盛生意宝股份有限公司,中小板,SZSE,20061215,N
548,002096.SZ,002096,南岭民爆,湖南,化工原料,湖南南岭民用爆破器材股份有限公司,中小板,SZSE,20061222,N
549,002097.SZ,002097,山河智能,湖南,工程机械,山河智能装备股份有限公司,中小板,SZSE,20061222,S
550,002098.SZ,002098,浔兴股份,福建,服饰,福建浔兴拉链科技股份有限公司,中小板,SZSE,20061222,N
551,002099.SZ,002099,海翔药业,浙江,化学制药,浙江海翔药业股份有限公司,中小板,SZSE,20061226,S
552,002100.SZ,002100,天康生物,新疆,饲料,天康生物股份有限公司,中小板,SZSE,20061226,S
553,002101.SZ,002101,广东鸿图,广东,汽车配件,广东鸿图科技股份有限公司,中小板,SZSE,20061229,N
554,002102.SZ,002102,ST冠福,福建,化学制药,冠福控股股份有限公司,中小板,SZSE,20061229,N
555,002103.SZ,002103,广博股份,浙江,互联网,广博集团股份有限公司,中小板,SZSE,20070110,N
556,002104.SZ,002104,恒宝股份,江苏,元器件,恒宝股份有限公司,中小板,SZSE,20070110,N
557,002105.SZ,002105,信隆健康,深圳,文教休闲,深圳信隆健康产业发展股份有限公司,中小板,SZSE,20070112,N
558,002106.SZ,002106,莱宝高科,深圳,元器件,深圳莱宝高科技股份有限公司,中小板,SZSE,20070112,S
559,002107.SZ,002107,沃华医药,山东,中成药,山东沃华医药科技股份有限公司,中小板,SZSE,20070124,N
560,002108.SZ,002108,沧州明珠,河北,塑料,沧州明珠塑料股份有限公司,中小板,SZSE,20070124,N
561,002109.SZ,002109,兴化股份,陕西,化工原料,陕西兴化化学股份有限公司,中小板,SZSE,20070126,N
562,002110.SZ,002110,三钢闽光,福建,普钢,福建三钢闽光股份有限公司,中小板,SZSE,20070126,S
563,002111.SZ,002111,威海广泰,山东,航空,威海广泰空港设备股份有限公司,中小板,SZSE,20070126,N
564,002112.SZ,002112,三变科技,浙江,电气设备,三变科技股份有限公司,中小板,SZSE,20070208,N
565,002113.SZ,002113,*ST天润,湖南,互联网,湖南天润数字娱乐文化传媒股份有限公司,中小板,SZSE,20070208,N
566,002114.SZ,002114,罗平锌电,云南,铅锌,云南罗平锌电股份有限公司,中小板,SZSE,20070215,N
567,002115.SZ,002115,三维通信,浙江,互联网,三维通信股份有限公司,中小板,SZSE,20070215,S
568,002116.SZ,002116,中国海诚,上海,建筑工程,中国海诚工程科技股份有限公司,中小板,SZSE,20070215,N
569,002117.SZ,002117,东港股份,山东,广告包装,东港股份有限公司,中小板,SZSE,20070302,S
570,002118.SZ,002118,紫鑫药业,吉林,中成药,吉林紫鑫药业股份有限公司,中小板,SZSE,20070302,S
571,002119.SZ,002119,康强电子,浙江,半导体,宁波康强电子股份有限公司,中小板,SZSE,20070302,N
572,002120.SZ,002120,韵达股份,浙江,仓储物流,韵达控股股份有限公司,中小板,SZSE,20070306,S
573,002121.SZ,002121,*ST科陆,深圳,电器仪表,深圳市科陆电子科技股份有限公司,中小板,SZSE,20070306,N
574,002122.SZ,002122,*ST天马,浙江,机械基件,天马轴承集团股份有限公司,中小板,SZSE,20070328,N
575,002123.SZ,002123,梦网集团,辽宁,互联网,梦网云科技集团股份有限公司,中小板,SZSE,20070328,S
576,002124.SZ,002124,天邦股份,浙江,饲料,天邦食品股份有限公司,中小板,SZSE,20070403,S
577,002125.SZ,002125,湘潭电化,湖南,化工原料,湘潭电化科技股份有限公司,中小板,SZSE,20070403,N
578,002126.SZ,002126,银轮股份,浙江,汽车配件,浙江银轮机械股份有限公司,中小板,SZSE,20070418,S
579,002127.SZ,002127,南极电商,江苏,互联网,南极电商股份有限公司,中小板,SZSE,20070418,S
580,002128.SZ,002128,露天煤业,内蒙,煤炭开采,内蒙古霍林河露天煤业股份有限公司,中小板,SZSE,20070418,S
581,002129.SZ,002129,中环股份,天津,半导体,天津中环半导体股份有限公司,中小板,SZSE,20070420,S
582,002130.SZ,002130,沃尔核材,深圳,电气设备,深圳市沃尔核材股份有限公司,中小板,SZSE,20070420,S
583,002131.SZ,002131,利欧股份,浙江,互联网,利欧集团股份有限公司,中小板,SZSE,20070427,S
584,002132.SZ,002132,恒星科技,河南,钢加工,河南恒星科技股份有限公司,中小板,SZSE,20070427,N
585,002133.SZ,002133,广宇集团,浙江,全国地产,广宇集团股份有限公司,中小板,SZSE,20070427,N
586,002134.SZ,002134,天津普林,天津,元器件,天津普林电路股份有限公司,中小板,SZSE,20070516,N
587,002135.SZ,002135,东南网架,浙江,建筑工程,浙江东南网架股份有限公司,中小板,SZSE,20070530,S
588,002136.SZ,002136,安纳达,安徽,化工原料,安徽安纳达钛业股份有限公司,中小板,SZSE,20070530,N
589,002137.SZ,002137,麦达数字,深圳,通信设备,深圳市麦达数字股份有限公司,中小板,SZSE,20070613,N
590,002138.SZ,002138,顺络电子,深圳,元器件,深圳顺络电子股份有限公司,中小板,SZSE,20070613,S
591,002139.SZ,002139,拓邦股份,深圳,元器件,深圳拓邦股份有限公司,中小板,SZSE,20070629,N
592,002140.SZ,002140,东华科技,安徽,建筑工程,东华工程科技股份有限公司,中小板,SZSE,20070712,N
593,002141.SZ,002141,贤丰控股,广东,元器件,贤丰控股股份有限公司,中小板,SZSE,20070720,N
594,002142.SZ,002142,宁波银行,浙江,银行,宁波银行股份有限公司,中小板,SZSE,20070719,S
595,002144.SZ,002144,宏达高科,浙江,纺织,宏达高科控股股份有限公司,中小板,SZSE,20070803,N
596,002145.SZ,002145,中核钛白,甘肃,化工原料,中核华原钛白股份有限公司,中小板,SZSE,20070803,S
597,002146.SZ,002146,荣盛发展,河北,全国地产,荣盛房地产发展股份有限公司,中小板,SZSE,20070808,S
598,002147.SZ,002147,*ST新光,安徽,区域地产,新光圆成股份有限公司,中小板,SZSE,20070808,N
599,002148.SZ,002148,北纬科技,北京,互联网,北京北纬通信科技股份有限公司,中小板,SZSE,20070810,N
600,002149.SZ,002149,西部材料,陕西,小金属,西部金属材料股份有限公司,中小板,SZSE,20070810,N
601,002150.SZ,002150,通润装备,江苏,机械基件,江苏通润装备科技股份有限公司,中小板,SZSE,20070810,N
602,002151.SZ,002151,北斗星通,北京,通信设备,北京北斗星通导航技术股份有限公司,中小板,SZSE,20070813,S
603,002152.SZ,002152,广电运通,广东,IT设备,广州广电运通金融电子股份有限公司,中小板,SZSE,20070813,S
604,002153.SZ,002153,石基信息,北京,软件服务,北京中长石基信息技术股份有限公司,中小板,SZSE,20070813,S
605,002154.SZ,002154,报喜鸟,浙江,服饰,报喜鸟控股股份有限公司,中小板,SZSE,20070816,N
606,002155.SZ,002155,湖南黄金,湖南,黄金,湖南黄金股份有限公司,中小板,SZSE,20070816,S
607,002156.SZ,002156,通富微电,江苏,半导体,通富微电子股份有限公司,中小板,SZSE,20070816,S
608,002157.SZ,002157,正邦科技,江西,饲料,江西正邦科技股份有限公司,中小板,SZSE,20070817,S
609,002158.SZ,002158,汉钟精机,上海,工程机械,上海汉钟精机股份有限公司,中小板,SZSE,20070817,N
610,002159.SZ,002159,三特索道,湖北,旅游服务,武汉三特索道集团股份有限公司,中小板,SZSE,20070817,N
611,002160.SZ,002160,常铝股份,江苏,铝,江苏常铝铝业集团股份有限公司,中小板,SZSE,20070821,N
612,002161.SZ,002161,远望谷,深圳,通信设备,深圳市远望谷信息技术股份有限公司,中小板,SZSE,20070821,S
613,002162.SZ,002162,悦心健康,上海,医疗保健,上海悦心健康集团股份有限公司,中小板,SZSE,20070823,N
614,002163.SZ,002163,海南发展,深圳,装修装饰,海控南海发展股份有限公司,中小板,SZSE,20070823,N
615,002164.SZ,002164,宁波东力,浙江,电气设备,宁波东力股份有限公司,中小板,SZSE,20070823,N
616,002165.SZ,002165,红宝丽,江苏,化工原料,红宝丽集团股份有限公司,中小板,SZSE,20070913,N
617,002166.SZ,002166,莱茵生物,广西,中成药,桂林莱茵生物科技股份有限公司,中小板,SZSE,20070913,N
618,002167.SZ,002167,东方锆业,广东,小金属,广东东方锆业科技股份有限公司,中小板,SZSE,20070913,N
619,002168.SZ,002168,惠程科技,深圳,互联网,深圳市惠程信息科技股份有限公司,中小板,SZSE,20070919,S
620,002169.SZ,002169,智光电气,广东,电气设备,广州智光电气股份有限公司,中小板,SZSE,20070919,S
621,002170.SZ,002170,芭田股份,深圳,农药化肥,深圳市芭田生态工程股份有限公司,中小板,SZSE,20070919,N
622,002171.SZ,002171,楚江新材,安徽,铜,安徽楚江科技新材料股份有限公司,中小板,SZSE,20070921,S
623,002172.SZ,002172,澳洋健康,江苏,化纤,江苏澳洋健康产业股份有限公司,中小板,SZSE,20070921,N
624,002173.SZ,002173,创新医疗,浙江,医疗保健,创新医疗管理股份有限公司,中小板,SZSE,20070925,N
625,002174.SZ,002174,游族网络,福建,互联网,游族网络股份有限公司,中小板,SZSE,20070925,S
626,002175.SZ,002175,ST东网,广西,电器仪表,东方时代网络传媒股份有限公司,中小板,SZSE,20071012,N
627,002176.SZ,002176,*ST江特,江西,电气设备,江西特种电机股份有限公司,中小板,SZSE,20071012,N
628,002177.SZ,002177,御银股份,广东,IT设备,广州御银科技股份有限公司,中小板,SZSE,20071101,N
629,002178.SZ,002178,延华智能,上海,建筑工程,上海延华智能科技(集团)股份有限公司,中小板,SZSE,20071101,N
630,002179.SZ,002179,中航光电,河南,元器件,中航光电科技股份有限公司,中小板,SZSE,20071101,S
631,002180.SZ,002180,纳思达,广东,IT设备,纳思达股份有限公司,中小板,SZSE,20071113,S
632,002181.SZ,002181,粤传媒,广东,出版业,广东广州日报传媒股份有限公司,中小板,SZSE,20071116,N
633,002182.SZ,002182,云海金属,江苏,小金属,南京云海特种金属股份有限公司,中小板,SZSE,20071113,S
634,002183.SZ,002183,怡亚通,深圳,仓储物流,深圳市怡亚通供应链股份有限公司,中小板,SZSE,20071113,S
635,002184.SZ,002184,海得控制,上海,软件服务,上海海得控制系统股份有限公司,中小板,SZSE,20071116,N
636,002185.SZ,002185,华天科技,甘肃,半导体,天水华天科技股份有限公司,中小板,SZSE,20071120,S
637,002186.SZ,002186,全聚德,北京,酒店餐饮,中国全聚德(集团)股份有限公司,中小板,SZSE,20071120,N
638,002187.SZ,002187,广百股份,广东,百货,广州市广百股份有限公司,中小板,SZSE,20071122,N
639,002188.SZ,002188,ST巴士,浙江,广告包装,巴士在线股份有限公司,中小板,SZSE,20071122,N
640,002189.SZ,002189,中光学,河南,元器件,中光学集团股份有限公司,中小板,SZSE,20071203,N
641,002190.SZ,002190,成飞集成,四川,汽车配件,四川成飞集成科技股份有限公司,中小板,SZSE,20071203,N
642,002191.SZ,002191,劲嘉股份,深圳,广告包装,深圳劲嘉集团股份有限公司,中小板,SZSE,20071205,S
643,002192.SZ,002192,*ST融捷,广东,专用机械,融捷股份有限公司,中小板,SZSE,20071205,N
644,002193.SZ,002193,如意集团,山东,纺织,山东如意毛纺服装集团股份有限公司,中小板,SZSE,20071207,N
645,002194.SZ,002194,武汉凡谷,湖北,通信设备,武汉凡谷电子技术股份有限公司,中小板,SZSE,20071207,S
646,002195.SZ,002195,二三四五,上海,软件服务,上海二三四五网络控股集团股份有限公司,中小板,SZSE,20071212,S
647,002196.SZ,002196,方正电机,浙江,纺织机械,浙江方正电机股份有限公司,中小板,SZSE,20071212,N
648,002197.SZ,002197,证通电子,深圳,电器仪表,深圳市证通电子股份有限公司,中小板,SZSE,20071218,N
649,002198.SZ,002198,嘉应制药,广东,中成药,广东嘉应制药股份有限公司,中小板,SZSE,20071218,N
650,002199.SZ,002199,东晶电子,浙江,元器件,浙江东晶电子股份有限公司,中小板,SZSE,20071221,N
651,002200.SZ,002200,ST云投,云南,环境保护,云南云投生态环境科技股份有限公司,中小板,SZSE,20071221,N
652,002201.SZ,002201,九鼎新材,江苏,玻璃,江苏九鼎新材料股份有限公司,中小板,SZSE,20071226,S
653,002202.SZ,002202,金风科技,新疆,电气设备,新疆金风科技股份有限公司,中小板,SZSE,20071226,S
654,002203.SZ,002203,海亮股份,浙江,铜,浙江海亮股份有限公司,中小板,SZSE,20080116,S
655,002204.SZ,002204,大连重工,辽宁,专用机械,大连华锐重工集团股份有限公司,中小板,SZSE,20080116,S
656,002205.SZ,002205,国统股份,新疆,其他建材,新疆国统管道股份有限公司,中小板,SZSE,20080123,N
657,002206.SZ,002206,海利得,浙江,化纤,浙江海利得新材料股份有限公司,中小板,SZSE,20080123,N
658,002207.SZ,002207,准油股份,新疆,石油开采,新疆准东石油技术股份有限公司,中小板,SZSE,20080128,N
659,002208.SZ,002208,合肥城建,安徽,区域地产,合肥城建发展股份有限公司,中小板,SZSE,20080128,N
660,002209.SZ,002209,达意隆,广东,轻工机械,广州达意隆包装机械股份有限公司,中小板,SZSE,20080130,N
661,002210.SZ,002210,*ST飞马,深圳,仓储物流,深圳市飞马国际供应链股份有限公司,中小板,SZSE,20080130,N
662,002211.SZ,002211,宏达新材,上海,橡胶,上海宏达新材料股份有限公司,中小板,SZSE,20080201,N
663,002212.SZ,002212,天融信,广东,电气设备,天融信科技集团股份有限公司,中小板,SZSE,20080201,S
664,002213.SZ,002213,大为股份,深圳,汽车配件,深圳市大为创新科技股份有限公司,中小板,SZSE,20080201,N
665,002214.SZ,002214,大立科技,浙江,电器仪表,浙江大立科技股份有限公司,中小板,SZSE,20080218,S
666,002215.SZ,002215,诺普信,深圳,农药化肥,深圳诺普信农化股份有限公司,中小板,SZSE,20080218,N
667,002216.SZ,002216,三全食品,河南,食品,三全食品股份有限公司,中小板,SZSE,20080220,S
668,002217.SZ,002217,合力泰,福建,元器件,合力泰科技股份有限公司,中小板,SZSE,20080220,S
669,002218.SZ,002218,拓日新能,深圳,电气设备,深圳市拓日新能源科技股份有限公司,中小板,SZSE,20080228,N
670,002219.SZ,002219,*ST恒康,甘肃,中成药,恒康医疗集团股份有限公司,中小板,SZSE,20080306,N
671,002221.SZ,002221,东华能源,江苏,石油贸易,东华能源股份有限公司,中小板,SZSE,20080306,N
672,002222.SZ,002222,福晶科技,福建,元器件,福建福晶科技股份有限公司,中小板,SZSE,20080319,N
673,002223.SZ,002223,鱼跃医疗,江苏,医疗保健,江苏鱼跃医疗设备股份有限公司,中小板,SZSE,20080418,S
674,002224.SZ,002224,三力士,浙江,橡胶,三力士股份有限公司,中小板,SZSE,20080425,N
675,002225.SZ,002225,濮耐股份,河南,其他建材,濮阳濮耐高温材料(集团)股份有限公司,中小板,SZSE,20080425,N
676,002226.SZ,002226,江南化工,安徽,化工原料,安徽江南化工股份有限公司,中小板,SZSE,20080506,S
677,002227.SZ,002227,奥特迅,深圳,电气设备,深圳奥特迅电力设备股份有限公司,中小板,SZSE,20080506,N
678,002228.SZ,002228,合兴包装,福建,广告包装,厦门合兴包装印刷股份有限公司,中小板,SZSE,20080508,N
679,002229.SZ,002229,鸿博股份,福建,广告包装,鸿博股份有限公司,中小板,SZSE,20080508,N
680,002230.SZ,002230,科大讯飞,安徽,软件服务,科大讯飞股份有限公司,中小板,SZSE,20080512,S
681,002231.SZ,002231,奥维通信,辽宁,通信设备,奥维通信股份有限公司,中小板,SZSE,20080512,N
682,002232.SZ,002232,启明信息,吉林,软件服务,启明信息技术股份有限公司,中小板,SZSE,20080509,N
683,002233.SZ,002233,塔牌集团,广东,水泥,广东塔牌集团股份有限公司,中小板,SZSE,20080516,S
684,002234.SZ,002234,民和股份,山东,农业综合,山东民和牧业股份有限公司,中小板,SZSE,20080516,S
685,002235.SZ,002235,安妮股份,福建,互联网,厦门安妮股份有限公司,中小板,SZSE,20080516,N
686,002236.SZ,002236,大华股份,浙江,电器仪表,浙江大华技术股份有限公司,中小板,SZSE,20080520,S
687,002237.SZ,002237,恒邦股份,山东,黄金,山东恒邦冶炼股份有限公司,中小板,SZSE,20080520,S
688,002238.SZ,002238,天威视讯,深圳,影视音像,深圳市天威视讯股份有限公司,中小板,SZSE,20080526,N
689,002239.SZ,002239,奥特佳,江苏,汽车配件,奥特佳新能源科技股份有限公司,中小板,SZSE,20080522,S
690,002240.SZ,002240,盛新锂能,深圳,家居用品,深圳盛新锂能集团股份有限公司,中小板,SZSE,20080523,N
691,002241.SZ,002241,歌尔股份,山东,元器件,歌尔股份有限公司,中小板,SZSE,20080522,S
692,002242.SZ,002242,九阳股份,山东,家用电器,九阳股份有限公司,中小板,SZSE,20080528,S
693,002243.SZ,002243,通产丽星,深圳,塑料,深圳市通产丽星股份有限公司,中小板,SZSE,20080528,S
694,002244.SZ,002244,滨江集团,浙江,区域地产,杭州滨江房产集团股份有限公司,中小板,SZSE,20080529,S
695,002245.SZ,002245,澳洋顺昌,江苏,仓储物流,江苏澳洋顺昌股份有限公司,中小板,SZSE,20080605,N
696,002246.SZ,002246,北化股份,四川,化工原料,北方化学工业股份有限公司,中小板,SZSE,20080605,N
697,002247.SZ,002247,*ST聚力,浙江,互联网,浙江聚力文化发展股份有限公司,中小板,SZSE,20080612,N
698,002248.SZ,002248,华东数控,山东,机床制造,威海华东数控股份有限公司,中小板,SZSE,20080612,N
699,002249.SZ,002249,大洋电机,广东,电气设备,中山大洋电机股份有限公司,中小板,SZSE,20080619,S
700,002250.SZ,002250,联化科技,浙江,化工原料,联化科技股份有限公司,中小板,SZSE,20080619,S
701,002251.SZ,002251,步步高,湖南,超市连锁,步步高商业连锁股份有限公司,中小板,SZSE,20080619,S
702,002252.SZ,002252,上海莱士,上海,生物制药,上海莱士血液制品股份有限公司,中小板,SZSE,20080623,S
703,002253.SZ,002253,川大智胜,四川,软件服务,四川川大智胜软件股份有限公司,中小板,SZSE,20080623,N
704,002254.SZ,002254,泰和新材,山东,化纤,烟台泰和新材料股份有限公司,中小板,SZSE,20080625,S
705,002255.SZ,002255,*ST海陆,江苏,专用机械,苏州海陆重工股份有限公司,中小板,SZSE,20080625,N
706,002256.SZ,002256,*ST兆新,深圳,新型电力,深圳市兆新能源股份有限公司,中小板,SZSE,20080625,N
707,002258.SZ,002258,利尔化学,四川,农药化肥,利尔化学股份有限公司,中小板,SZSE,20080708,S
708,002259.SZ,002259,*ST升达,四川,供气供热,四川升达林业产业股份有限公司,中小板,SZSE,20080716,N
709,002261.SZ,002261,拓维信息,湖南,互联网,拓维信息系统股份有限公司,中小板,SZSE,20080723,N
710,002262.SZ,002262,恩华药业,江苏,化学制药,江苏恩华药业股份有限公司,中小板,SZSE,20080723,S
711,002263.SZ,002263,大东南,浙江,塑料,浙江大东南股份有限公司,中小板,SZSE,20080728,N
712,002264.SZ,002264,新华都,福建,超市连锁,新华都购物广场股份有限公司,中小板,SZSE,20080731,N
713,002265.SZ,002265,西仪股份,云南,汽车配件,云南西仪工业股份有限公司,中小板,SZSE,20080806,N
714,002266.SZ,002266,浙富控股,浙江,环境保护,浙富控股集团股份有限公司,中小板,SZSE,20080806,S
715,002267.SZ,002267,陕天然气,陕西,供气供热,陕西省天然气股份有限公司,中小板,SZSE,20080813,S
